url_length,domain_length,path_length,count_dots,count_hyphen,count_at,count_question,count_equal,count_digits,count_letters,count_special,has_https,has_ip,subdomain_count,keyword_count,label
21,6,7,1,0,0,0,0,0,16,5,1,0,1,0,1
36,24,1,2,0,0,1,1,9,19,8,0,0,2,0,1
37,24,1,2,0,0,1,1,9,20,8,1,0,2,0,1
31,24,0,2,0,0,0,0,8,18,5,0,0,2,0,1
33,24,1,2,0,0,0,0,8,19,6,1,0,2,0,1
175,15,108,2,2,0,1,3,22,132,21,1,0,2,0,1
199,15,108,3,1,0,1,5,23,150,26,1,0,2,0,1
39,30,1,1,1,0,0,0,0,33,6,1,0,1,0,1
54,17,29,2,0,0,0,0,6,42,6,1,0,2,0,1
175,15,108,2,3,0,1,3,18,135,22,1,0,2,0,1
174,15,108,2,1,0,1,3,22,133,19,1,0,2,0,1
175,15,108,2,2,0,1,3,16,138,21,1,0,2,0,1
37,6,23,2,0,0,0,0,4,25,8,1,0,1,0,1
45,36,1,2,1,0,0,0,0,38,7,1,0,2,0,1
175,15,108,2,2,0,1,3,13,139,23,1,0,2,0,1
175,15,108,2,3,0,1,3,18,135,22,1,0,2,0,1
175,15,108,2,3,0,1,3,14,140,21,1,0,2,0,1
175,15,108,2,2,0,1,3,19,134,22,1,0,2,0,1
183,20,80,2,0,0,1,1,81,90,12,1,0,2,0,1
167,15,108,2,3,0,1,3,18,130,19,1,0,2,0,1
22,7,8,1,0,0,0,0,4,13,5,0,0,1,0,1
54,17,29,2,0,0,0,0,3,44,7,1,0,2,0,1
121,15,49,3,1,0,1,3,10,94,17,1,0,2,0,1
73,29,36,3,1,0,0,0,0,62,11,1,0,1,1,1
175,15,108,2,3,0,1,3,16,138,21,1,0,2,0,1
121,15,49,3,1,0,1,3,16,88,17,1,0,2,0,1
106,15,46,3,0,0,1,2,16,76,14,1,0,2,0,1
175,15,108,2,2,0,1,3,13,142,20,1,0,2,0,1
68,16,44,2,1,0,0,0,0,59,9,1,0,2,1,1
66,57,1,2,1,0,0,0,4,55,7,1,0,2,0,1
49,11,30,3,2,0,0,0,0,38,11,1,0,1,1,1
46,11,27,3,2,0,0,0,0,35,11,1,0,1,1,1
54,17,29,2,1,0,0,0,5,42,7,1,0,2,0,1
54,17,29,2,1,0,0,0,7,38,9,1,0,2,0,1
54,17,29,2,0,0,0,0,4,44,6,1,0,2,0,1
175,15,108,2,2,0,1,3,27,125,23,1,0,2,0,1
30,21,1,2,0,0,0,0,4,20,6,1,0,2,0,1
30,21,1,2,0,0,0,0,0,24,6,1,0,2,0,1
39,30,1,2,0,0,0,0,0,33,6,1,0,2,2,1
30,21,1,2,0,0,0,0,1,23,6,1,0,2,0,1
39,30,1,2,0,0,0,0,4,29,6,1,0,2,0,1
38,29,1,2,0,0,0,0,0,32,6,1,0,2,0,1
59,21,30,2,2,0,0,0,12,39,8,1,0,2,0,1
175,15,108,2,3,0,1,3,19,135,21,1,0,2,0,1
67,43,16,3,1,0,0,0,22,37,8,1,0,2,0,1
54,17,29,2,1,0,0,0,5,42,7,1,0,2,0,1
54,17,29,2,0,0,0,0,5,43,6,1,0,2,0,1
54,17,29,2,0,0,0,0,6,41,7,1,0,2,0,1
175,15,108,2,1,0,1,3,18,136,21,1,0,2,0,1
37,7,7,1,0,0,1,1,2,28,7,1,0,1,0,1
38,7,8,1,0,0,1,1,1,30,7,1,0,1,0,1
59,27,23,1,1,0,0,0,1,48,10,1,0,1,0,1
49,27,14,1,1,0,0,0,1,40,8,1,0,1,0,1
41,32,1,2,0,0,0,0,0,35,6,1,0,2,1,1
35,26,1,2,1,0,0,0,0,28,7,1,0,2,0,1
24,15,1,2,0,0,0,0,0,18,6,1,0,2,0,1
54,17,29,2,1,0,0,0,4,43,7,1,0,2,0,1
59,21,30,2,1,0,0,0,10,42,7,1,0,2,0,1
42,14,20,2,0,0,0,0,15,20,7,1,0,2,0,1
22,9,5,1,0,0,0,0,0,16,6,1,0,1,0,1
42,14,20,2,0,0,0,0,15,20,7,1,0,2,0,1
59,21,30,2,3,0,0,0,8,42,9,1,0,2,0,1
31,22,1,2,0,0,0,0,0,25,6,1,0,2,0,1
190,15,108,3,2,0,1,4,22,144,24,1,0,2,0,1
117,15,45,3,0,0,1,3,12,89,16,1,0,2,0,1
59,21,30,2,1,0,0,0,9,43,7,1,0,2,0,1
59,21,30,2,1,0,0,0,9,43,7,1,0,2,0,1
54,17,29,2,0,0,0,0,3,45,6,1,0,2,0,1
175,15,108,2,2,0,1,3,19,134,22,1,0,2,0,1
54,17,29,2,0,0,0,0,7,40,7,1,0,2,0,1
54,17,29,2,1,0,0,0,6,41,7,1,0,2,0,1
136,15,64,3,4,0,1,3,19,97,20,1,0,2,0,1
120,15,48,3,1,0,1,3,17,86,17,1,0,2,0,1
75,15,52,2,2,0,0,0,4,60,11,1,0,2,0,1
106,15,46,3,1,0,1,2,13,78,15,1,0,2,1,1
189,20,99,3,2,0,1,3,7,158,24,1,0,2,0,1
50,41,1,2,2,0,0,0,9,33,8,1,0,2,0,1
109,15,49,3,1,0,1,2,13,81,15,1,0,2,0,1
147,16,123,11,1,0,0,0,0,121,26,1,0,1,2,1
141,16,117,11,1,0,0,0,0,116,25,1,0,1,2,1
145,16,121,11,1,0,0,0,0,119,26,1,0,1,2,1
39,31,0,2,0,0,0,0,1,33,5,1,0,2,0,1
176,15,108,2,2,0,1,3,18,137,21,1,0,2,0,1
175,15,108,2,3,0,1,3,13,141,21,1,0,2,0,1
175,15,108,2,2,0,1,3,18,137,20,1,0,2,0,1
175,15,108,2,2,0,1,3,16,137,22,1,0,2,0,1
184,15,108,3,1,0,1,5,13,148,23,1,0,2,0,1
29,20,1,2,0,0,0,0,1,22,6,1,0,2,0,1
22,13,1,2,0,0,0,0,0,16,6,1,0,2,0,1
29,20,1,2,1,0,0,0,0,22,7,1,0,2,0,1
32,23,1,2,0,0,0,0,4,22,6,1,0,2,0,1
33,24,1,2,1,0,0,0,0,26,7,1,0,2,0,1
28,19,1,2,0,0,0,0,0,22,6,1,0,2,0,1
200,15,108,3,1,0,1,5,13,160,27,1,0,2,0,1
29,20,1,2,1,0,0,0,0,22,7,1,0,2,0,1
175,15,108,2,3,0,1,3,15,139,21,1,0,2,0,1
36,27,1,1,2,0,0,0,0,29,7,1,0,1,0,1
44,36,0,2,3,0,0,0,0,36,8,1,0,2,0,1
550,14,23,2,1,0,1,13,106,365,79,1,0,1,0,1
22,14,1,1,0,0,0,0,0,17,5,0,0,1,0,1
120,15,48,3,1,0,1,3,17,86,17,1,0,2,0,1
42,14,20,2,0,0,0,0,15,20,7,1,0,2,0,1
32,24,0,2,0,0,0,0,0,27,5,1,0,2,0,1
37,7,7,1,0,0,1,1,0,30,7,1,0,1,0,1
42,14,20,2,0,0,0,0,15,20,7,1,0,2,0,1
429,26,15,3,12,0,1,1,67,333,29,1,0,3,0,1
118,15,46,3,0,0,1,3,26,76,16,1,0,2,0,1
20,6,6,1,0,0,0,0,0,15,5,1,0,1,0,1
67,17,42,2,4,0,0,0,21,35,11,1,0,2,0,1
32,23,1,2,0,0,0,0,0,26,6,1,0,2,0,1
175,15,108,2,2,0,1,3,22,130,23,1,0,2,0,1
54,17,29,2,2,0,0,0,4,42,8,1,0,2,0,1
175,15,108,2,1,0,1,3,21,135,19,1,0,2,0,1
175,15,108,2,4,0,1,3,17,134,24,1,0,2,0,1
176,15,108,2,1,0,1,3,24,133,19,1,0,2,0,1
37,7,7,1,0,0,1,1,0,30,7,1,0,1,0,1
173,15,101,3,11,0,1,3,15,130,28,1,0,2,3,1
38,29,1,2,0,0,0,0,2,30,6,1,0,2,0,1
45,36,1,2,1,0,0,0,0,38,7,1,0,2,1,1
175,15,108,2,1,0,1,3,21,135,19,1,0,2,0,1
176,15,108,2,3,0,1,3,17,138,21,1,0,2,0,1
61,19,34,2,0,0,0,0,1,51,9,1,0,2,0,1
113,15,48,3,1,0,1,2,16,82,15,1,0,2,0,1
52,15,29,2,0,0,0,0,4,41,7,1,0,2,0,1
175,15,108,2,1,0,1,3,13,141,21,1,0,2,0,1
60,21,8,2,0,1,1,1,6,44,10,1,0,1,0,1
59,21,30,2,1,0,0,0,11,41,7,1,0,2,0,1
136,15,64,3,4,0,1,3,19,97,20,1,0,2,0,1
59,21,30,2,1,0,0,0,9,43,7,1,0,2,0,1
42,14,20,2,0,0,0,0,15,20,7,1,0,2,0,1
54,17,29,2,1,0,0,0,2,45,7,1,0,2,0,1
117,15,45,3,0,0,1,3,15,86,16,1,0,2,0,1
200,15,108,3,2,0,1,5,15,157,28,1,0,2,0,1
190,15,108,3,4,0,1,4,24,139,27,1,0,2,0,1
54,17,29,2,0,0,0,0,4,44,6,1,0,2,0,1
175,15,108,2,4,0,1,3,21,130,24,1,0,2,0,1
175,15,108,2,1,0,1,3,20,135,20,1,0,2,0,1
175,15,108,2,2,0,1,3,16,139,20,1,0,2,0,1
175,15,108,2,4,0,1,3,17,135,23,1,0,2,0,1
29,20,1,2,0,0,0,0,0,23,6,1,0,2,0,1
26,18,1,1,0,0,0,0,0,21,5,0,0,1,0,1
25,9,8,1,0,0,0,0,0,20,5,1,0,1,0,1
44,16,20,2,0,0,0,0,0,36,8,1,0,2,0,1
26,10,8,1,0,0,0,0,0,21,5,1,0,1,0,1
27,10,9,1,0,0,0,0,0,21,6,1,0,1,0,1
175,15,108,2,1,0,1,3,22,134,19,1,0,2,0,1
54,17,29,2,0,0,0,0,4,44,6,1,0,2,0,1
59,21,30,2,1,0,0,0,10,42,7,1,0,2,0,1
69,60,1,2,1,0,0,0,7,55,7,1,0,2,0,1
54,17,29,2,0,0,0,0,5,42,7,1,0,2,0,1
190,15,108,3,1,0,1,4,20,146,24,1,0,2,0,1
178,15,108,3,4,0,1,4,15,139,24,1,0,2,0,1
190,15,108,3,4,0,1,4,15,148,27,1,0,2,0,1
175,15,108,2,2,0,1,3,17,137,21,1,0,2,0,1
190,15,108,3,2,0,1,4,16,149,25,1,0,2,0,1
175,15,108,2,3,0,1,3,14,139,22,1,0,2,0,1
175,15,108,2,3,0,1,3,18,135,22,1,0,2,0,1
175,15,108,2,2,0,1,3,23,131,21,1,0,2,0,1
175,15,108,2,1,0,1,3,23,132,20,1,0,2,0,1
175,15,108,2,2,0,1,3,22,133,20,1,0,2,0,1
117,15,57,3,3,0,1,2,15,85,17,1,0,2,0,1
59,21,30,2,1,0,0,0,8,44,7,1,0,2,0,1
30,10,12,1,0,1,0,0,0,24,6,1,0,1,0,1
28,10,10,1,0,1,0,0,1,21,6,1,0,1,0,1
40,31,1,2,0,0,0,0,0,34,6,1,0,2,0,1
175,15,108,2,2,0,1,3,14,140,21,1,0,2,0,1
175,15,108,2,2,0,1,3,16,139,20,1,0,2,0,1
30,10,12,1,0,0,0,0,0,24,6,1,0,1,0,1
29,10,11,1,0,0,0,0,0,24,5,1,0,1,0,1
30,10,12,1,0,0,0,0,0,24,6,1,0,1,0,1
20,6,6,1,0,0,0,0,1,14,5,1,0,1,0,1
39,6,25,1,3,0,0,0,0,30,9,1,0,1,0,1
48,7,33,1,0,0,0,0,17,26,5,1,0,1,0,1
48,7,33,1,0,0,0,0,21,22,5,1,0,1,0,1
47,6,33,1,1,0,0,0,17,24,6,1,0,1,0,1
49,8,33,2,0,0,0,0,16,27,6,1,0,2,0,1
49,8,33,2,0,0,0,0,17,26,6,1,0,2,0,1
41,32,1,2,0,0,0,0,0,35,6,1,0,2,0,1
175,15,108,2,1,0,1,3,23,133,19,1,0,2,0,1
175,15,108,2,2,0,1,3,17,135,23,1,0,2,0,1
175,15,108,2,2,0,1,3,22,131,22,1,0,2,0,1
175,15,108,2,1,0,1,3,16,140,19,1,0,2,0,1
40,16,16,2,0,0,0,0,0,32,8,1,0,2,0,1
40,31,1,2,2,0,0,0,7,25,8,1,0,2,1,1
27,18,1,2,0,0,0,0,0,21,6,1,0,2,0,1
31,22,1,2,0,0,0,0,3,22,6,1,0,2,0,1
46,37,1,2,2,0,0,0,0,38,8,1,0,2,0,1
121,15,49,3,1,0,1,3,8,96,17,1,0,2,0,1
43,9,26,2,0,0,0,0,0,35,8,1,0,1,1,1
38,20,10,2,0,0,0,0,0,32,6,1,0,2,0,1
67,58,1,2,1,0,0,0,2,58,7,1,0,2,0,1
55,20,17,2,0,0,1,1,2,45,8,1,0,2,0,1
46,7,2,3,1,0,1,1,1,31,14,1,0,2,0,1
17,6,3,1,0,0,0,0,0,12,5,1,0,1,0,1
59,21,30,2,1,0,0,0,9,43,7,1,0,2,0,1
59,21,30,2,1,0,0,0,13,39,7,1,0,2,0,1
23,14,1,3,0,0,0,0,11,5,7,1,1,3,0,1
70,61,1,2,1,0,0,0,8,55,7,1,0,2,0,1
23,4,11,1,0,0,0,0,1,17,5,1,0,1,0,1
22,6,8,1,0,0,0,0,1,16,5,1,0,1,0,1
22,6,8,1,0,0,0,0,4,13,5,1,0,1,0,1
22,6,8,1,0,0,0,0,2,15,5,1,0,1,0,1
22,6,8,1,0,0,0,0,1,16,5,1,0,1,0,1
22,6,8,1,0,0,0,0,1,16,5,1,0,1,0,1
22,6,8,1,0,0,0,0,2,15,5,1,0,1,0,1
22,6,8,1,0,0,0,0,2,15,5,1,0,1,0,1
22,6,8,1,0,0,0,0,2,15,5,1,0,1,0,1
22,6,8,1,0,0,0,0,3,14,5,1,0,1,0,1
22,6,8,1,0,0,0,0,3,14,5,1,0,1,0,1
22,6,8,1,0,0,0,0,2,15,5,1,0,1,0,1
22,6,8,1,0,0,0,0,2,15,5,1,0,1,0,1
22,6,8,1,0,0,0,0,5,12,5,1,0,1,0,1
22,6,8,1,0,0,0,0,1,16,5,1,0,1,0,1
22,6,8,1,0,0,0,0,3,14,5,1,0,1,0,1
22,6,8,1,0,0,0,0,3,14,5,1,0,1,0,1
22,6,8,1,0,0,0,0,1,16,5,1,0,1,0,1
94,21,65,2,1,0,0,0,0,82,12,1,0,1,0,1
23,7,8,1,0,0,0,0,0,18,5,1,0,1,0,1
22,6,8,1,1,0,0,0,0,16,6,1,0,1,0,1
24,8,8,2,0,0,0,0,0,18,6,1,0,2,0,1
48,7,33,1,0,0,0,0,23,20,5,1,0,1,0,1
48,7,33,1,0,0,0,0,19,24,5,1,0,1,0,1
47,6,33,1,1,0,0,0,19,22,6,1,0,1,0,1
49,8,33,2,0,0,0,0,23,20,6,1,0,2,0,1
22,7,7,1,0,0,0,0,0,17,5,1,0,1,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
59,21,30,2,1,0,0,0,9,43,7,1,0,2,0,1
59,21,30,2,1,0,0,0,8,44,7,1,0,2,0,1
57,16,33,2,2,0,0,0,0,47,10,1,0,2,0,1
207,24,1,2,4,0,1,0,29,160,18,1,0,2,0,1
175,15,108,2,1,0,1,3,20,135,20,1,0,2,0,1
38,7,8,1,0,0,1,1,1,30,7,1,0,1,0,1
67,43,16,4,1,0,0,0,24,34,9,1,0,2,0,1
33,24,1,2,1,0,0,0,4,22,7,1,0,2,0,1
175,15,108,2,1,0,1,3,16,139,20,1,0,2,0,1
46,7,2,3,1,0,1,1,1,31,14,1,0,2,0,1
54,7,2,3,0,0,1,1,2,39,13,1,0,2,0,1
46,7,2,3,1,0,1,1,0,32,14,1,0,2,0,1
190,15,108,3,5,0,1,4,24,137,29,1,0,2,0,1
37,29,1,4,0,0,0,0,0,29,8,0,0,4,0,1
175,15,108,2,2,0,1,3,21,132,22,1,0,2,0,1
32,23,1,2,0,0,0,0,0,26,6,1,0,2,0,1
26,17,1,2,0,0,0,0,0,20,6,1,0,2,0,1
36,27,1,2,0,0,0,0,0,30,6,1,0,2,0,1
26,17,1,2,0,0,0,0,0,20,6,1,0,2,0,1
34,25,1,2,2,0,0,0,0,26,8,1,0,2,1,1
40,31,1,2,0,0,0,0,0,34,6,1,0,2,0,1
37,28,1,2,3,0,0,0,0,28,9,1,0,2,0,1
32,23,1,2,1,0,0,0,0,25,7,1,0,2,0,1
38,29,1,2,0,0,0,0,8,24,6,1,0,2,0,1
47,38,1,2,0,0,0,0,0,41,6,1,0,2,0,1
36,27,1,2,0,0,0,0,4,26,6,1,0,2,0,1
29,20,1,2,0,0,0,0,2,21,6,1,0,2,0,1
32,23,1,2,0,0,0,0,0,26,6,1,0,2,0,1
175,15,108,2,2,0,1,3,20,132,23,1,0,2,0,1
175,15,108,2,1,0,1,3,13,142,20,1,0,2,0,1
175,15,108,2,2,0,1,3,18,136,21,1,0,2,0,1
175,15,108,2,1,0,1,3,21,132,22,1,0,2,0,1
175,15,108,2,1,0,1,3,15,140,20,1,0,2,0,1
175,15,108,2,1,0,1,3,13,140,22,1,0,2,0,1
121,15,49,3,1,0,1,3,15,89,17,1,0,2,0,1
29,20,1,2,0,0,0,0,0,23,6,1,0,2,0,1
33,8,17,1,1,0,0,0,5,22,6,1,0,1,0,1
120,15,48,3,1,0,1,3,15,88,17,1,0,2,0,1
41,8,25,1,0,0,0,0,14,22,5,1,0,1,0,1
21,8,5,1,0,0,0,0,0,16,5,1,0,1,0,1
120,15,48,3,1,0,1,3,15,88,17,1,0,2,0,1
108,15,48,3,1,0,1,2,17,76,15,1,0,2,0,1
108,15,48,3,1,0,1,2,22,71,15,1,0,2,0,1
54,17,29,2,0,0,0,0,6,42,6,1,0,2,0,1
50,41,1,2,1,0,0,0,0,43,7,1,0,2,0,1
190,15,108,3,2,0,1,4,13,153,24,1,0,2,0,1
175,15,108,2,2,0,1,3,14,141,20,1,0,2,0,1
175,15,108,2,3,0,1,3,16,136,23,1,0,2,0,1
175,15,108,2,3,0,1,3,19,135,21,1,0,2,0,1
175,15,108,2,3,0,1,3,15,139,21,1,0,2,0,1
34,8,18,1,0,0,0,0,0,29,5,1,0,1,1,1
36,27,1,2,0,0,0,0,9,21,6,1,0,2,0,1
41,16,17,2,0,0,0,0,0,33,8,1,0,2,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
101,16,58,2,0,0,1,1,22,68,11,1,0,2,0,1
31,6,17,1,0,0,0,0,12,14,5,1,0,1,0,1
35,16,11,2,0,0,0,0,0,28,7,1,0,2,0,1
22,13,1,1,0,0,0,0,0,17,5,1,0,1,0,1
40,16,16,2,0,0,0,0,2,30,8,1,0,2,0,1
190,15,108,3,2,0,1,4,14,150,26,1,0,2,0,1
38,29,1,2,0,0,0,0,0,32,6,1,0,2,0,1
36,27,1,2,0,0,0,0,0,30,6,1,0,2,0,1
175,15,108,2,1,0,1,3,21,133,21,1,0,2,0,1
175,15,108,2,3,0,1,3,19,134,22,1,0,2,0,1
175,15,108,2,2,0,1,3,19,135,21,1,0,2,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
33,24,1,2,0,0,0,0,0,27,6,1,0,2,0,1
175,15,108,2,2,0,1,3,15,139,21,1,0,2,0,1
30,21,1,2,0,0,0,0,1,23,6,1,0,2,0,1
34,25,1,2,0,0,0,0,0,28,6,1,0,2,0,1
175,15,108,2,2,0,1,3,14,139,22,1,0,2,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
175,15,108,2,2,0,1,3,14,140,21,1,0,2,0,1
175,15,108,2,2,0,1,3,18,135,22,1,0,2,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
175,15,108,2,3,0,1,3,12,142,21,1,0,2,0,1
175,15,108,2,3,0,1,3,18,135,22,1,0,2,0,1
188,15,108,3,2,0,1,4,16,148,24,1,0,2,0,1
41,32,1,2,0,0,0,0,0,35,6,1,0,2,1,1
47,16,23,2,0,0,0,0,0,39,8,1,0,2,0,1
28,19,1,2,0,0,0,0,0,22,6,1,0,2,0,1
39,30,1,2,2,0,0,0,0,31,8,1,0,2,0,1
31,22,1,2,2,0,0,0,0,23,8,1,0,2,0,1
30,21,1,2,0,0,0,0,0,24,6,1,0,2,0,1
28,19,1,2,0,0,0,0,0,22,6,1,0,2,0,1
21,6,7,1,0,0,0,0,0,16,5,1,0,1,0,1
21,6,7,1,0,0,0,0,0,16,5,1,0,1,0,1
20,6,6,1,0,0,0,0,0,15,5,1,0,1,0,1
20,7,5,1,0,0,0,0,0,15,5,1,0,1,0,1
27,7,7,1,0,0,1,1,1,19,7,1,0,1,0,1
22,7,7,1,0,0,0,0,0,17,5,1,0,1,0,1
21,8,5,2,0,0,0,0,0,15,6,1,0,2,0,1
28,8,7,2,0,0,1,1,1,19,8,1,0,2,0,1
23,8,7,2,0,0,0,0,0,17,6,1,0,2,0,1
26,6,7,1,1,0,1,1,1,17,8,1,0,1,0,1
19,6,5,1,1,0,0,0,0,13,6,1,0,1,0,1
21,6,7,1,1,0,0,0,0,15,6,1,0,1,0,1
46,7,2,3,1,0,1,1,1,31,14,1,0,2,0,1
46,7,2,3,1,0,1,1,2,30,14,1,0,2,0,1
25,10,7,1,0,1,0,0,0,19,6,1,0,1,0,1
175,15,108,2,2,0,1,3,19,134,22,1,0,2,0,1
175,15,108,2,3,0,1,3,17,134,24,1,0,2,0,1
175,15,108,2,3,0,1,3,17,137,21,1,0,2,0,1
23,8,7,1,0,0,0,0,1,17,5,1,0,1,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
175,15,108,2,3,0,1,3,17,135,23,1,0,2,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
174,15,108,2,1,0,1,3,19,134,21,1,0,2,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
175,15,108,2,2,0,1,3,21,134,20,1,0,2,0,1
37,7,7,1,0,0,1,1,1,29,7,1,0,1,0,1
175,15,108,2,2,0,1,3,19,135,21,1,0,2,0,1
146,15,64,3,1,0,1,4,9,114,23,1,0,2,0,1
175,15,108,2,4,0,1,3,16,133,26,1,0,2,0,1
175,15,108,2,1,0,1,3,17,138,20,1,0,2,0,1
175,15,108,2,3,0,1,3,13,140,22,1,0,2,0,1
175,15,108,2,2,0,1,3,19,134,22,1,0,2,0,1
23,8,7,1,0,0,0,0,3,15,5,1,0,1,0,1
42,33,1,2,0,0,0,0,8,28,6,1,0,2,0,1
34,25,1,2,0,0,0,0,0,28,6,1,0,2,0,1
42,33,1,2,0,0,0,0,0,36,6,1,0,2,0,1
40,31,1,2,0,0,0,0,0,34,6,1,0,2,0,1
48,39,1,2,0,0,0,0,0,42,6,1,0,2,0,1
63,24,31,3,0,0,0,0,5,49,9,1,0,2,0,1
175,15,108,2,4,0,1,3,11,142,22,1,0,2,0,1
29,15,6,2,0,0,0,0,4,18,7,1,0,2,0,1
27,18,1,2,0,0,0,0,0,21,6,1,0,2,0,1
32,23,1,2,0,0,0,0,0,26,6,1,0,2,0,1
23,7,8,1,0,0,0,0,0,18,5,1,0,1,0,1
41,32,1,2,1,0,0,0,0,34,7,1,0,2,0,1
23,4,11,1,0,0,0,0,2,16,5,1,0,1,0,1
20,6,6,1,0,0,0,0,2,13,5,1,0,1,0,1
20,6,6,1,0,0,0,0,2,13,5,1,0,1,0,1
25,6,11,1,1,0,0,0,1,18,6,1,0,1,1,1
47,23,16,4,0,0,0,0,0,38,9,1,0,3,1,1
22,6,8,1,0,0,0,0,4,13,5,1,0,1,0,1
22,6,8,1,0,0,0,0,1,16,5,1,0,1,0,1
22,7,7,1,0,0,0,0,0,17,5,1,0,1,0,1
46,7,2,3,1,0,1,1,0,32,14,1,0,2,0,1
54,7,2,3,0,0,1,1,4,36,14,1,0,2,0,1
28,19,1,2,0,0,0,0,4,18,6,1,0,2,0,1
46,28,10,2,2,0,0,0,0,38,8,1,0,1,0,1
55,7,2,3,0,0,1,1,2,40,13,1,0,2,0,1
46,7,2,3,1,0,1,1,1,31,14,1,0,2,0,1
46,7,2,3,1,0,1,1,1,31,14,1,0,2,0,1
21,6,7,1,1,0,0,0,0,15,6,1,0,1,0,1
175,15,108,2,2,0,1,3,20,134,21,1,0,2,0,1
21,13,1,1,0,0,0,0,0,16,5,0,0,1,0,1
253,32,214,6,9,0,0,1,61,166,26,0,0,4,0,1
49,16,25,2,0,0,0,0,0,41,8,1,0,2,0,1
61,20,33,5,0,0,0,0,0,51,10,1,0,2,0,1
62,43,11,3,1,0,0,0,27,27,8,1,0,2,0,1
62,43,11,3,1,0,0,0,20,34,8,1,0,2,0,1
62,43,11,3,1,0,0,0,23,31,8,1,0,2,0,1
178,15,108,3,3,0,1,4,17,138,23,1,0,2,1,1
36,27,1,2,0,0,0,0,0,30,6,1,0,2,2,1
41,32,1,2,0,0,0,0,1,34,6,1,0,2,0,1
51,21,22,3,0,0,0,0,5,38,8,1,0,3,0,1
175,15,108,2,2,0,1,3,13,141,21,1,0,2,0,1
175,15,108,2,1,0,1,3,20,132,23,1,0,2,0,1
175,15,108,2,2,0,1,3,15,137,23,1,0,2,0,1
175,15,108,2,2,0,1,3,16,137,22,1,0,2,0,1
175,15,108,2,1,0,1,3,17,139,19,1,0,2,0,1
175,15,108,2,2,0,1,3,23,130,22,1,0,2,0,1
175,15,108,2,1,0,1,3,18,136,21,1,0,2,0,1
178,15,108,3,6,0,1,4,16,136,26,1,0,2,0,1
184,15,108,3,6,0,1,5,17,139,28,1,0,2,0,1
200,15,108,3,6,0,1,5,17,151,32,1,0,2,0,1
175,15,108,2,1,0,1,3,21,135,19,1,0,2,0,1
175,15,108,2,3,0,1,3,19,135,21,1,0,2,0,1
175,15,108,2,1,0,1,3,18,138,19,1,0,2,0,1
190,15,108,3,2,0,1,4,19,143,28,1,0,2,0,1
272,26,15,5,1,1,1,1,32,223,17,1,0,3,0,1
46,28,10,2,2,0,0,0,0,38,8,1,0,1,0,1
37,28,1,1,2,0,0,0,0,30,7,1,0,1,0,1
34,18,8,2,0,0,0,0,2,26,6,1,0,2,0,1
35,26,1,2,0,0,0,0,5,24,6,1,0,2,1,1
42,21,13,1,0,0,0,0,0,35,7,1,0,1,0,1
175,15,108,2,3,0,1,3,18,135,22,1,0,2,0,1
67,17,42,2,4,0,0,0,19,37,11,1,0,2,0,1
67,17,42,2,4,0,0,0,22,34,11,1,0,2,0,1
23,8,7,1,0,0,0,0,1,17,5,1,0,1,0,1
70,16,46,2,0,0,0,0,8,53,9,1,0,2,0,1
156,15,64,3,1,0,1,5,14,116,26,1,0,2,0,1
143,15,64,3,1,0,1,5,15,105,23,1,0,2,0,1
190,15,108,3,6,0,1,4,16,145,29,1,0,2,0,1
97,20,25,3,1,1,1,1,7,71,19,1,0,2,1,1
68,20,40,2,0,0,0,0,1,60,7,1,0,2,1,1
76,25,43,2,5,0,0,0,22,42,12,1,0,2,0,1
175,15,108,2,2,0,1,3,17,138,20,1,0,2,0,1
175,15,108,2,2,0,1,3,19,135,21,1,0,2,0,1
35,9,18,1,0,0,0,0,0,30,5,1,0,1,0,1
86,25,53,5,0,0,0,0,10,63,13,1,0,5,0,1
175,15,108,2,1,0,1,3,20,136,19,1,0,2,0,1
50,16,26,2,0,0,0,0,3,39,8,1,0,2,0,1
33,24,1,2,0,0,0,0,0,27,6,1,0,2,0,1
24,15,1,2,0,0,0,0,0,18,6,1,0,2,0,1
55,33,14,2,2,0,0,0,2,43,10,1,0,2,0,1
55,33,14,2,2,0,0,0,4,41,10,1,0,2,0,1
21,12,1,1,0,0,0,0,0,16,5,1,0,1,0,1
27,6,13,1,0,0,0,0,1,21,5,1,0,1,0,1
175,15,108,2,3,0,1,3,19,133,23,1,0,2,0,1
66,14,1,4,1,0,1,1,6,45,15,1,0,2,0,1
20,6,6,1,0,0,0,0,0,15,5,1,0,1,0,1
25,6,11,1,0,0,0,0,0,19,6,1,0,1,0,1
